שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
וגדאן,189,.,.,.,.,.,..,.,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,.,.,..,..,5,..,..,.,5,..,..,..,8,8,..,7,..,..,..,..,..,..,..,5,..,5,6,..,..,.,..,7,8,..,7,5,..
וגיהה,153,..,..,..,..,..,8,7,..,12,..,5,5,8,5,5,..,..,..,..,.,.,..,..,..,..,..,.,..,..,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,..,.,.,..,.,..,..,.,.,.,.,.,.,..,.,.,.,..,.,..,..,.,.,.,..,.,..,.,.,.
ודאד,732,5,5,..,9,12,17,8,9,19,13,11,19,16,14,13,25,20,15,17,11,18,18,17,26,16,16,9,7,13,9,8,..,7,5,..,9,..,..,..,..,..,8,7,9,5,8,11,5,6,6,6,7,7,9,9,7,7,5,6,..,5,5,..,11,6,10,..,10,9,10,6,..,6,7
ודחה,435,..,7,5,7,8,5,10,5,13,14,10,10,10,6,13,9,12,17,7,7,15,14,21,10,10,15,9,5,15,9,..,8,9,..,..,.,..,..,..,..,..,..,..,..,5,..,..,.,..,..,..,.,..,..,..,..,..,..,.,..,..,..,..,..,..,.,..,.,..,.,6,..,..,..
והיבה,133,.,..,.,.,..,..,.,..,..,..,..,.,..,..,.,..,5,5,10,14,6,5,..,6,5,..,..,6,.,.,..,..,..,..,5,..,.,..,..,..,.,..,.,..,..,..,.,.,..,.,.,.,..,.,.,.,..,..,.,.,..,..,.,.,.,.,..,..,..,.,.,.,.,.
וואפה,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,6,5,..,..,..,..,..,..,..,..,.,.,.,.,.,5,..,.,.,.,.,.,..,..,.,..,..,..,.,.,.,.,.,.,.,.,..,.,.,.,.,.
וואתין,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,5,..,5
וודאד,114,..,..,..,..,..,..,..,.,..,..,.,..,..,.,..,.,..,.,..,..,.,..,..,.,..,..,.,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,.,..,..,5,.,..,..,..,..,..,..,..,..,..,..,.,..,..,.,..,..,..,.,..,.,..
וודחה,71,..,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,.,.,.,..,..,7,7,..,..,.,..,..,..,..,..,..,.,..,..,..,.,..,..,.,.,..,.,..,..,.,.,..,..,..,.,.,.,..,.,.,.,..,..,..,.,.,..,.,.,..,..
ווטן,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,..,.,.,.,..,.,.,.,.,..,.,..,.,..,.,.,..,5,..,..,..,.,..,..,5
וולאא,650,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,..,14,8,..,20,87,55,82,68,44,44,27,21,20,14,10,17,12,17,11,7,11,6,18,..,6,..,..,..,..,.,.,..,..,.,.,..,.,.
ווסאל,66,..,.,..,.,.,..,..,.,.,..,.,.,..,.,..,..,.,..,..,..,..,.,.,..,.,.,.,.,.,.,.,..,.,.,.,..,.,..,.,..,.,..,..,..,5,..,5,..,..,..,.,..,.,..,.,..,..,.,..,.,..,..,.,.,..,..,..,.,.,.,.,..,.,..
וועד,409,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,..,.,..,6,13,10,15,20,11,11,9,16,19,13,21,25,33,16,26,14,19,20,13,6,5,..,6,11,..,5,..,6,9,10,5,..
וופא,"3,274",.,..,..,.,.,..,10,11,9,21,30,48,69,70,107,102,102,100,99,103,100,86,80,77,79,77,51,54,52,65,47,70,68,48,72,52,49,32,52,42,30,49,49,52,51,56,41,42,35,53,57,41,40,44,34,19,21,24,28,19,19,24,19,23,23,20,23,21,31,31,31,32,29,22
וופאא,224,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,..,..,..,..,.,..,..,..,.,.,.,.,..,..,..,7,..,..,..,12,13,10,5,11,9,6,6,10,7,7,8,8,..,..,..,..,..,7,..,..,5,..,..,..,..,..,..,..,..,..,..,.,.,..,..,..,..,..,6
וופה,34,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,..,.,.,..,5,5,5,..,.,.,..,.,.,..,..,.,.,..,.,..,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.
וורדה,113,.,.,.,.,.,.,.,.,.,.,..,..,.,.,..,..,.,.,.,.,.,.,.,.,.,5,..,.,..,..,..,.,..,..,..,..,5,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,9,5,..,.,..,6,.,..,.,..,..,..,..,..,..,..,..,..,..,..,..
וורוד,399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,..,5,..,..,..,..,6,9,9,10,5,9,..,..,6,12,21,16,15,18,27,20,19,12,15,13,15,15,12,8,11,6,..,..,..,..,8,6,7,8,6,5,6,..
וותין,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,..,.,.,..,6,10,10,20
וחידה,82,.,.,..,..,.,..,.,..,..,..,..,..,..,5,..,5,..,5,..,..,..,..,..,..,.,..,..,..,..,..,.,..,..,.,..,..,.,..,.,..,..,..,..,.,.,.,.,.,.,.,.,.,..,.,.,.,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,..
וטין,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,..,9
וטן,155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,..,..,.,.,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,5,..,..,..,.,..,..,..,..,..,..,8,12,12,16,20,13,14
וטפה,208,.,..,6,5,..,5,..,..,..,..,8,..,5,..,..,6,8,9,5,..,8,6,5,..,7,5,..,..,6,..,..,..,..,..,..,..,..,.,.,..,..,..,..,.,.,..,..,..,..,..,..,..,.,.,.,.,.,.,..,..,..,.,.,..,.,..,..,..,.,.,..,..,.,..
ויאם,407,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,..,..,.,..,..,..,..,..,.,..,.,..,.,5,5,..,..,..,5,13,10,17,11,12,19,16,7,10,9,10,18,13,24,31,21,15,13,10,9,10,5,6,8,5,8,..,5,6,..,9,..,6
ויג'דאן,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,.,.,.,..,.,.,..,..,..,.,..,.,..,.,5,.,..,..,.,.,.,.,.,..,..,..,..,..,..,.,..,.,..,..,..,..,..,.,..,..,.,.,.,.,.,..,..,.,.,6,..,..,.,..
ויויאן,114,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,..,..,..,.,.,..,..,..,..,.,..,.,..,.,..,..,.,..,6,..,5,..,..,..,..,7,..,8,7,..,..,..,..,..,..,..,..,..,..,..,..,.,..,.,..,..,.,..,..,..,.,..
ויסאל,252,.,..,..,.,.,..,.,..,.,..,.,.,..,..,..,..,.,..,.,..,..,..,..,6,..,..,.,..,.,..,..,..,..,.,..,..,..,..,..,..,..,20,14,..,16,9,16,9,5,11,6,9,..,..,8,8,..,.,..,..,..,..,..,..,..,..,..,..,..,.,..,6,7,5
ולא,467,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,..,.,.,..,24,15,8,22,75,63,51,40,30,28,19,9,9,5,13,7,10,..,5,..,..,..,..,..,..,..,..,.,.,..,..,..,..,..,..,..,..,..
ולאא,"1,021",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,..,6,28,10,14,31,146,104,90,80,49,43,49,58,27,28,29,31,17,23,14,13,15,8,13,11,11,11,7,8,..,..,..,..,6,6,8,5,..,..
ולאה,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,6,.,..,..,..,.,..,.,.,.,.,.,.,..,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
וסאל,296,..,..,.,..,..,..,..,..,7,5,..,5,..,..,5,..,..,..,7,..,6,5,..,5,5,..,..,..,5,..,..,..,..,..,.,..,..,..,..,7,..,13,..,6,14,5,9,..,5,11,6,9,.,..,..,9,5,..,5,5,..,..,..,..,..,..,..,..,..,..,..,.,..,..
וסאם,190,..,.,.,.,.,.,.,..,.,.,..,..,..,.,..,.,..,..,..,..,..,..,5,..,7,8,8,8,17,..,..,5,..,..,7,8,..,..,..,..,..,7,5,5,6,..,..,..,..,7,..,..,..,..,6,..,..,..,.,.,..,..,..,..,.,..,.,..,.,.,..,.,.,.
וסן,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,..,.,.,..,.,..,..,.,..,6,..,.,..,..,.,..,..,..,..,.,..,.,..,.,.,..,..,..,..
וספיה,148,..,..,..,..,..,..,..,..,..,6,6,9,5,..,5,..,..,..,..,..,..,..,..,..,..,..,.,..,..,.,.,.,..,.,.,..,.,..,..,..,.,.,..,.,..,.,.,..,..,..,.,.,..,..,.,..,.,.,..,.,.,..,.,..,..,.,..,.,.,..,.,.,.,..
ועד,790,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,..,.,.,.,.,.,.,.,..,.,8,27,32,18,34,20,21,20,22,17,22,28,51,49,30,25,35,57,34,28,21,21,19,16,13,13,14,13,19,16,13,13,17
ופיקה,351,..,..,12,7,11,..,9,13,11,11,11,12,16,9,11,8,16,12,17,7,11,6,11,8,5,..,6,..,..,.,..,..,..,..,..,.,..,..,.,..,..,..,..,..,..,..,..,..,.,.,.,..,..,..,.,.,..,..,..,5,..,.,..,..,..,.,.,..,..,.,..,..,..,..
ורד,206,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,..,.,..,.,.,..,.,.,..,.,.,..,..,..,..,.,..,.,..,..,.,..,.,..,.,.,.,.,..,..,..,..,..,..,..,6,5,7,7,6,5,..,..,6,..,..,5,7,11,7,16,12,15,11,14,13,9
ורדה,665,.,..,..,..,..,..,..,7,6,..,..,7,..,5,8,8,10,10,10,5,8,10,7,13,9,9,11,12,12,11,8,14,6,5,..,14,9,13,9,10,12,10,9,9,5,26,10,17,19,12,10,8,15,15,11,13,12,9,10,6,12,13,6,10,5,5,8,..,5,7,11,7,9,8
ורוד,638,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,..,..,.,..,5,..,8,10,6,20,14,6,14,10,9,10,19,18,13,18,16,14,13,15,22,24,25,25,26,29,15,14,17,20,17,11,13,..,8,7,12,9,5,11,10,6,8,8,5,5,11,..,10,..,..
ותין,372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,..,..,..,5,.,.,..,..,..,12,47,55,85,152
זאדה,86,.,.,.,.,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,6,..,5,..,.,..,..,..,..,.,..,.,..,..,..,..,.,.,.,.,.,.,..,..,..,..,.,..,.,..,.,..,.,.,.,.,..,.,.,.,.,.,..,.,.,.,.,..,..,.
זאהרה,62,..,.,.,.,.,.,.,..,.,..,.,..,.,..,..,.,.,..,..,..,.,..,..,..,..,..,..,.,..,..,6,..,..,.,.,..,.,..,..,.,..,.,.,.,.,.,..,.,..,..,.,.,.,..,.,.,.,.,.,.,..,.,..,.,..,.,.,.,.,..,.,.,.,.
זאידה,77,.,..,.,..,..,.,.,.,..,.,..,..,..,..,..,.,..,.,5,..,..,..,..,6,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,..,..,..,.,..,..,..,..,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
זאנה,163,.,.,..,..,..,..,.,..,..,..,8,..,6,..,..,6,..,..,..,..,..,6,5,..,..,6,7,..,..,..,..,5,..,..,..,..,..,..,.,..,..,..,.,.,..,.,..,.,..,..,.,..,..,.,..,..,..,..,.,.,..,..,..,..,..,..,.,..,.,.,.,.,.,..
זהאנה,65,.,..,..,..,..,.,.,..,..,.,.,..,..,..,..,..,..,..,..,5,..,..,..,..,.,..,..,..,.,..,.,..,.,.,.,.,.,..,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.
זהור,362,..,.,..,..,.,..,..,..,..,..,5,..,..,..,..,..,..,6,7,5,8,8,..,9,..,6,6,12,5,5,8,7,..,..,..,5,7,..,7,9,11,7,10,13,10,12,9,9,8,7,..,9,..,..,..,..,7,..,..,..,6,.,..,7,5,..,6,..,5,..,..,..,..,..
זהיה,220,.,..,..,..,7,..,..,..,5,6,..,8,5,6,6,11,..,..,5,5,5,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,.,.,..,.,.,5,.,..,..,..,.,..,..,..,..,.,..,..,..,..,.,..,..,5,..,..,..,5,..,..,.,..,..,..
זהייה,175,..,..,..,..,.,..,..,..,..,.,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,8,..,..,5,.,..,..,..,..,..,..,..,5,..,.,..,.,..,..,..,.,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,.,..,.,..,.,.,..,..,..,.,..
זהירה,112,.,.,..,..,..,.,..,..,..,..,..,..,..,..,..,.,5,..,5,..,.,..,..,..,.,..,..,..,..,..,..,.,..,..,..,..,..,..,.,..,..,..,..,.,..,..,.,.,..,.,..,..,.,..,..,.,..,..,..,..,.,.,.,..,.,..,..,.,..,.,.,..,.,..
זהרא,125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,.,.,.,.,..,.,..,..,..,..,..,..,..,..,9,..,..,..,..,..,.,..,.,..,..,6,..,..,5,..,6,..,..,..,6,6,..,6,5,..,5,..,..,..
זהראא,262,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,..,..,..,..,..,.,5,..,..,6,..,..,..,9,5,6,16,5,9,13,10,8,8,12,9,7,11,8,5,16,11,12,10,9,10,6,9
זהרה,"1,029",5,7,11,16,8,14,11,22,10,12,20,17,22,10,16,25,14,19,9,20,16,16,15,11,12,8,14,14,13,22,16,14,5,13,9,11,16,8,7,8,10,13,18,12,11,10,9,18,12,7,12,14,9,18,16,13,14,9,16,12,21,16,12,7,16,5,13,14,11,10,8,5,8,8
זהריה,111,..,7,..,..,6,..,6,..,.,..,6,..,5,..,5,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,.,..,.,..,.,.,.,.,..,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,..,.,..,.,.,.,.,.,.,.,.,.,.,..,.,..,.
זוהור,84,.,.,.,.,.,.,.,.,.,.,.,..,..,.,..,.,.,.,.,.,.,..,.,.,.,..,..,..,.,.,.,.,.,..,..,..,..,6,..,.,..,..,..,..,..,7,6,..,..,5,..,.,..,.,..,..,..,.,.,..,.,.,..,.,.,..,.,.,..,..,..,..,.,..
זוהיר,188,..,..,..,..,..,.,.,..,..,..,..,..,..,..,..,5,..,..,..,..,..,8,..,..,..,..,5,..,..,..,.,..,..,.,..,..,..,..,6,..,..,..,..,..,..,8,..,..,..,.,6,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
זוהרה,191,.,.,..,.,.,..,..,..,..,..,.,.,..,..,..,.,..,..,..,..,..,..,..,5,6,..,..,..,..,..,7,7,..,5,..,..,5,..,..,..,..,..,9,5,..,..,..,5,..,..,..,..,7,..,..,.,.,..,..,..,..,..,..,..,..,..,.,..,..,.,..,..,..,..
זוהריה,57,.,..,..,.,..,.,.,..,..,..,..,..,.,..,..,..,..,7,..,..,..,.,..,..,..,..,..,.,.,..,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,..,.,..,.,.,..,.,.,.,..,.,.,.,..,.,.,..,.,.,.,..,..,.,.,.,..,.,.
זיין,121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,.,..,.,..,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,..,..,..,..,..,..,9,..,..,..,5,..,.,10,..,5,..,6,6,..,11,10,5,..
זיינה,123,.,.,.,.,.,.,..,..,.,.,..,..,..,..,..,.,.,.,.,.,..,.,..,.,.,..,..,.,.,..,.,..,..,.,.,.,.,.,.,.,..,.,.,.,..,..,.,.,..,..,.,..,..,..,..,..,..,..,7,..,5,5,..,..,6,6,6,7,6,5,..,6,..,8
זינא,106,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,.,.,.,.,.,.,..,..,..,.,..,.,.,..,.,.,..,.,..,.,..,.,..,.,..,5,..,..,..,..,..,..,..,6,5,9,..,5,7,..,9,..,5,..,10
זינאב,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,..,.,.,.,.,..,..,.,..,..,..,.,..,..,..,.,.,.,.,.,..,5,..,..,..,..,..,..,..,..,..,..,..,..,.,.,..,..,..,.,.,..,..
זינאת,285,.,..,..,..,.,..,..,..,6,.,..,..,..,..,..,..,..,12,7,7,6,10,7,6,16,17,13,13,7,15,5,8,7,..,..,..,5,5,..,6,..,..,..,..,..,..,..,..,..,..,5,..,..,.,..,..,.,..,.,..,..,..,5,..,.,..,..,..,..,..,..,..,.,..
זינב,"3,995",7,10,9,17,17,16,10,18,15,25,14,18,19,20,17,10,16,24,24,15,28,18,17,24,20,16,18,17,13,17,23,15,29,35,20,38,34,42,47,49,64,43,71,64,89,79,61,58,62,70,82,80,87,102,91,92,86,98,79,80,95,129,102,103,104,111,81,106,123,119,115,104,107,95
זינה,"2,777",..,..,..,.,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,7,5,..,..,..,..,..,..,..,..,..,7,9,6,8,..,5,9,6,..,9,10,11,9,11,13,10,14,12,16,16,23,31,43,58,63,77,57,62,75,90,104,121,119,112,104,127,146,154,159,173,192,175,132,110
זיקרא,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,..,..,.,..,..,5,..,..,..,.,.,.,.,.,.,.,..,.,..,.,.,.,..
זכיה,434,5,..,9,13,13,14,11,25,12,14,16,7,17,14,15,9,6,10,9,8,6,10,..,5,..,..,7,..,..,..,..,.,..,..,7,..,..,..,.,..,.,..,..,..,..,.,..,..,..,..,..,..,5,..,..,..,..,..,..,5,..,..,..,5,.,.,.,..,.,..,..,..,..,..
זכייה,187,..,..,..,8,..,..,5,..,7,..,..,..,..,7,5,..,10,..,..,..,..,6,.,..,..,..,.,..,..,..,..,5,..,.,..,..,.,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,.,.,..,..,..,..,.,.,..,..,.,.,..,..,..,.,..
זכריאת,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,..,.,.,.,.,.,.,..,.,.,.,..,..,.,..,.,..,..,.,..,.,.,.,.,..,..,.,.,.,..,..,.,..,5,..,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.
זמזם,274,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,.,..,..,.,..,..,.,..,.,.,..,.,..,..,.,.,..,..,..,.,..,..,..,..,..,6,..,..,5,..,..,..,..,5,5,..,13,..,6,6,11,8,..,9,..,10,10,8,12,9,6,12,14,9,6,9,19,14
זנה,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,.,..,..,5,..,..,.,.,..,.,..,..,..,..,.,..,..,.,.,.,.,..,.
זריפה,227,..,..,..,..,..,5,6,6,..,..,..,..,6,..,..,8,5,..,5,..,5,..,..,5,7,..,5,..,..,..,.,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,.,..,5,..,..,..,..,5,..,..,.,..,..,.,..,..,..,.,..,.,.,..,.,..,.,.,.
ח'אולה,337,.,..,..,..,6,6,..,13,6,6,5,13,8,10,9,..,6,8,12,9,9,9,10,10,7,8,6,13,9,..,7,..,6,8,..,7,..,..,5,..,..,5,5,..,6,..,..,5,..,..,.,.,..,..,..,..,..,..,.,..,..,..,.,.,..,..,..,..,.,..,.,..,.,.
ח'אלדיה,433,..,7,8,11,11,13,15,13,11,12,13,12,19,21,14,25,8,8,19,18,13,16,12,6,13,10,..,..,7,..,..,..,..,..,.,.,.,..,..,.,..,.,.,..,.,.,.,.,..,..,..,..,..,..,..,.,.,..,.,.,..,..,.,..,..,.,.,..,.,..,..,.,.,.
ח'דיג'ה,866,..,..,9,13,10,11,10,12,11,11,17,16,9,5,10,14,8,14,14,20,14,11,10,7,12,7,..,5,..,6,14,21,28,21,27,12,14,15,9,15,10,8,12,18,13,10,12,11,10,13,11,9,8,13,12,11,11,7,10,12,7,..,10,6,9,..,..,..,5,7,6,..,8,5
ח'דיגה,71,.,.,.,.,.,.,.,.,..,..,.,.,..,..,..,..,.,..,.,..,.,.,.,..,.,.,.,..,..,.,..,.,.,..,5,7,..,..,..,.,.,.,.,..,..,.,.,.,.,..,..,.,..,..,..,..,.,.,.,.,..,.,.,.,..,..,..,..,..,..,..,..,..,..
ח'דרה,292,..,..,5,11,5,..,..,6,5,5,9,7,5,7,..,6,8,9,..,12,8,6,8,7,..,..,7,..,..,7,7,..,5,..,..,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.
ח'וולה,62,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,..,8,6,..,..,.,.,.,.,.,..,.,.,..,.,..,5,..,..,..,..,.,5,.,..,..,.,.,..,..,..,..,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.
ח'ולה,70,.,.,.,.,.,..,..,.,..,..,..,..,..,..,..,6,..,..,..,..,.,.,.,..,..,..,..,.,..,5,..,..,..,.,..,.,..,..,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,.,..,.,.,.,.,..,.,..,.,.,..,.,..,.,..,.,..
ח'ולוד,442,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,..,..,..,7,7,13,14,10,21,28,20,22,30,26,17,14,19,10,7,12,9,13,8,9,13,16,15,10,9,5,5,5,9,..,..,5,..,..,..,..,..,.,..,..,.,.,..,..,.,.,.,.,..,..,.
ח'זנה,115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,5,6,..,..,..,..,..,.,..,.,.,..,.,..,.,..,..,.,..,..,..,..,.,..,..,..,.,.,.,.,.,.,..,..,.,.,..,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.
ח'יר,84,.,.,..,.,.,.,.,..,..,.,..,..,..,..,..,.,..,..,..,..,..,.,..,..,..,..,..,.,7,..,..,..,..,..,..,..,..,..,.,..,..,..,.,..,.,.,.,..,..,..,..,.,..,..,.,..,.,..,..,..,..,.,.,..,.,.,.,.,.,..,.,..,.,.
ח'יריה,303,7,7,8,11,10,11,11,12,13,9,7,7,15,9,6,11,8,6,7,8,8,9,..,7,..,..,..,..,..,..,..,..,.,.,..,..,..,.,.,..,..,..,.,.,.,..,..,..,..,..,.,.,.,..,.,.,..,.,.,.,.,.,.,..,.,..,.,.,.,.,.,..,.,.
ח'יתאם,363,.,.,.,.,.,.,.,..,.,..,.,..,..,..,6,7,7,9,13,8,14,13,12,17,19,21,14,22,22,12,22,12,15,7,9,7,7,5,..,.,5,..,10,..,..,..,5,..,.,..,..,.,..,..,..,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,..,.,..,.
ח'לוד,178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,..,..,..,..,..,..,..,..,7,12,18,22,13,15,9,7,6,..,7,..,..,..,..,..,5,..,..,..,..,.,..,..,.,..,.,..,.,..,..,.,.,.,.,.,.,..,.,.,.,.,.,.,..,..
ח'תאם,503,..,..,..,..,..,..,..,..,..,..,6,..,7,..,11,11,11,7,13,14,20,25,23,7,19,12,12,20,28,33,23,27,19,11,16,15,15,8,..,6,.,..,.,6,6,..,..,5,..,..,..,..,..,..,..,..,.,..,.,..,..,..,.,..,.,.,..,.,..,..,..,..,..,.
חאג'ה,114,..,..,..,7,..,6,..,..,..,..,..,..,..,.,.,..,..,..,..,5,..,..,.,.,.,..,.,.,..,..,..,..,.,..,.,..,..,.,.,..,.,.,.,.,.,.,..,.,..,.,.,..,..,.,.,.,.,.,..,.,..,.,..,.,.,.,.,.,.,.,.,.,..,.
חאולה,252,..,.,.,.,.,.,.,..,..,..,..,..,6,7,5,..,..,5,..,..,8,6,5,6,..,..,6,..,..,..,..,..,..,..,..,..,..,..,..,..,7,5,6,6,10,5,..,..,..,6,5,8,..,5,..,6,..,6,..,..,6,..,..,..,..,..,..,6,..,..,.,..,..,.
חאכמה,241,..,..,..,..,.,..,..,8,..,7,6,6,8,9,..,.,..,7,..,6,..,5,8,6,..,..,8,5,5,6,..,8,..,..,..,5,..,..,..,7,..,..,..,..,.,..,..,..,..,.,..,..,..,.,.,.,.,..,..,..,6,..,..,..,..,..,..,..,..,..,..,.,.,.
